date,origin,destination,cargo,vessel_type,quantity_mt,freight_rate,fuel_price,commodity_price,port_congestion,demand_index,supply_index
2023-01-10,Australia,Krishnapatnam,Fertilizer,Panamax,55909,90.61,825.83,179.92,48.74,77.37,85.13
2023-01-10,Brazil,Kakinada,Bauxite,Panamax,46790,95.01,825.83,179.92,48.74,77.37,85.13
2023-01-10,South Africa,Krishnapatnam,Bauxite,Handymax,29435,86.45,825.83,179.92,48.74,77.37,85.13
2023-01-10,Indonesia,Chennai,Fertilizer,Capesize,45470,97.79,825.83,179.92,48.74,77.37,85.13
2023-01-10,Russia,Chennai,Coal,Panamax,48016,93.87,825.83,179.92,48.74,77.37,85.13
2023-01-11,Indonesia,Kakinada,Bauxite,Handysize,85545,80.35,529.01,135.34,65.38,68.2,60.68
2023-01-11,Russia,Krishnapatnam,Wheat,Capesize,65445,83.4,529.01,135.34,65.38,68.2,60.68
2023-01-11,Russia,Paradip,Fertilizer,Supramax,67605,83.9,529.01,135.34,65.38,68.2,60.68
2023-01-11,Indonesia,Chennai,Iron Ore,Panamax,47355,83.76,529.01,135.34,65.38,68.2,60.68
2023-01-11,Brazil,Visakhapatnam,Fertilizer,Panamax,49703,83.84,529.01,135.34,65.38,68.2,60.68
2023-01-11,Australia,Krishnapatnam,Wheat,Handysize,27114,75.15,529.01,135.34,65.38,68.2,60.68
2023-01-11,Brazil,Kakinada,Wheat,Panamax,91726,86.07,529.01,135.34,65.38,68.2,60.68
2023-01-11,Russia,Krishnapatnam,Wheat,Panamax,41732,82.45,529.01,135.34,65.38,68.2,60.68
2023-01-12,South Africa,Kakinada,Coal,Capesize,40384,80.74,845.55,97.54,37.96,46.8,80.31
2023-01-12,Australia,Krishnapatnam,Fertilizer,Handysize,80100,72.03,845.55,97.54,37.96,46.8,80.31
2023-01-12,Russia,Kakinada,Bauxite,Capesize,89172,87.48,845.55,97.54,37.96,46.8,80.31
2023-01-12,Australia,Kakinada,Bauxite,Capesize,77091,84.54,845.55,97.54,37.96,46.8,80.31
2023-01-12,Australia,Paradip,Iron Ore,Panamax,27239,83.24,845.55,97.54,37.96,46.8,80.31
2023-01-12,South Africa,Kakinada,Iron Ore,Panamax,62944,83.47,845.55,97.54,37.96,46.8,80.31
2023-01-12,Brazil,Krishnapatnam,Wheat,Handysize,108464,74.97,845.55,97.54,37.96,46.8,80.31
2023-01-12,Indonesia,Kakinada,Wheat,Panamax,26949,81.98,845.55,97.54,37.96,46.8,80.31
2023-01-13,Indonesia,Krishnapatnam,Bauxite,Handysize,36907,81.09,712.83,146.16,31.97,74.25,65.4
2023-01-13,Indonesia,Krishnapatnam,Iron Ore,Supramax,43954,84.2,712.83,146.16,31.97,74.25,65.4
2023-01-13,Australia,Kakinada,Wheat,Supramax,89724,83.56,712.83,146.16,31.97,74.25,65.4
2023-01-13,Indonesia,Visakhapatnam,Coal,Handymax,101818,80.54,712.83,146.16,31.97,74.25,65.4
2023-01-13,Brazil,Krishnapatnam,Iron Ore,Capesize,25569,92.83,712.83,146.16,31.97,74.25,65.4
2023-01-13,Russia,Krishnapatnam,Fertilizer,Handymax,75479,81.07,712.83,146.16,31.97,74.25,65.4
2023-01-13,Australia,Chennai,Iron Ore,Supramax,63088,89.22,712.83,146.16,31.97,74.25,65.4
2023-01-13,Russia,Kakinada,Wheat,Supramax,26254,78.47,712.83,146.16,31.97,74.25,65.4
2023-01-14,Australia,Paradip,Wheat,Capesize,107731,95.53,805.75,174.59,48.21,70.82,56.69
2023-01-14,Indonesia,Chennai,Iron Ore,Capesize,24621,95.68,805.75,174.59,48.21,70.82,56.69
2023-01-14,South Africa,Kakinada,Wheat,Supramax,58638,85.81,805.75,174.59,48.21,70.82,56.69
2023-01-14,Australia,Krishnapatnam,Fertilizer,Handymax,21062,81.71,805.75,174.59,48.21,70.82,56.69
2023-01-14,Australia,Paradip,Iron Ore,Panamax,24632,94.57,805.75,174.59,48.21,70.82,56.69
2023-01-14,Brazil,Visakhapatnam,Wheat,Handysize,46734,84.62,805.75,174.59,48.21,70.82,56.69
2023-01-14,Brazil,Visakhapatnam,Coal,Panamax,92274,91.12,805.75,174.59,48.21,70.82,56.69
2023-01-14,Brazil,Visakhapatnam,Iron Ore,Supramax,95703,90.99,805.75,174.59,48.21,70.82,56.69
2023-01-15,Indonesia,Krishnapatnam,Iron Ore,Panamax,59809,81.36,674.39,115.53,35.74,53.62,77.83
2023-01-15,South Africa,Chennai,Bauxite,Supramax,67362,78.11,674.39,115.53,35.74,53.62,77.83
2023-01-15,Brazil,Paradip,Iron Ore,Capesize,21917,83.41,674.39,115.53,35.74,53.62,77.83
2023-01-15,Russia,Visakhapatnam,Fertilizer,Handysize,21342,72.24,674.39,115.53,35.74,53.62,77.83
2023-01-15,South Africa,Paradip,Iron Ore,Supramax,99239,81.87,674.39,115.53,35.74,53.62,77.83
2023-01-15,Indonesia,Chennai,Fertilizer,Supramax,107886,76.47,674.39,115.53,35.74,53.62,77.83
2023-01-15,Australia,Kakinada,Wheat,Capesize,96323,83.19,674.39,115.53,35.74,53.62,77.83
2023-01-15,Indonesia,Kakinada,Bauxite,Panamax,26469,81.46,674.39,115.53,35.74,53.62,77.83
2023-01-16,Australia,Paradip,Iron Ore,Capesize,56455,92.37,708.47,129.66,56.57,45.95,44.51
2023-01-16,South Africa,Krishnapatnam,Coal,Handysize,39096,76.55,708.47,129.66,56.57,45.95,44.51
2023-01-16,Indonesia,Chennai,Coal,Capesize,102985,93.69,708.47,129.66,56.57,45.95,44.51
2023-01-16,South Africa,Kakinada,Iron Ore,Panamax,100910,86.16,708.47,129.66,56.57,45.95,44.51
2023-01-16,Brazil,Krishnapatnam,Wheat,Handysize,78596,75.58,708.47,129.66,56.57,45.95,44.51
2023-01-16,Australia,Visakhapatnam,Fertilizer,Supramax,25415,79.75,708.47,129.66,56.57,45.95,44.51
2023-01-16,Australia,Krishnapatnam,Fertilizer,Panamax,62929,85.82,708.47,129.66,56.57,45.95,44.51
2023-01-16,Russia,Krishnapatnam,Bauxite,Supramax,43930,82.65,708.47,129.66,56.57,45.95,44.51
2023-01-17,Australia,Chennai,Iron Ore,Handymax,63872,89.41,807.52,132.04,52.19,96.25,74.55
2023-01-17,Russia,Chennai,Bauxite,Panamax,60631,99.22,807.52,132.04,52.19,96.25,74.55
2023-01-17,Russia,Chennai,Fertilizer,Capesize,40609,94.64,807.52,132.04,52.19,96.25,74.55
2023-01-17,South Africa,Kakinada,Wheat,Panamax,119097,90.08,807.52,132.04,52.19,96.25,74.55
2023-01-17,South Africa,Visakhapatnam,Iron Ore,Supramax,22443,87.24,807.52,132.04,52.19,96.25,74.55
2023-01-17,Indonesia,Krishnapatnam,Iron Ore,Handysize,35328,85.33,807.52,132.04,52.19,96.25,74.55
2023-01-17,Brazil,Krishnapatnam,Bauxite,Handymax,47632,87.94,807.52,132.04,52.19,96.25,74.55
2023-01-17,Brazil,Visakhapatnam,Coal,Supramax,64327,88.33,807.52,132.04,52.19,96.25,74.55
2023-01-18,Brazil,Visakhapatnam,Bauxite,Handysize,90480,74.21,557.93,101.13,37.95,65.4,74.28
2023-01-18,Australia,Paradip,Bauxite,Supramax,44442,77.83,557.93,101.13,37.95,65.4,74.28
2023-01-18,Brazil,Paradip,Coal,Panamax,72853,78.64,557.93,101.13,37.95,65.4,74.28
2023-01-18,Australia,Chennai,Bauxite,Handysize,57148,74.65,557.93,101.13,37.95,65.4,74.28
2023-01-18,Indonesia,Paradip,Wheat,Panamax,69688,75.07,557.93,101.13,37.95,65.4,74.28
2023-01-18,Indonesia,Kakinada,Iron Ore,Handymax,28666,72.43,557.93,101.13,37.95,65.4,74.28
2023-01-18,South Africa,Kakinada,Fertilizer,Supramax,99026,78.55,557.93,101.13,37.95,65.4,74.28
2023-01-18,South Africa,Krishnapatnam,Coal,Capesize,117416,84.99,557.93,101.13,37.95,65.4,74.28
2023-01-19,South Africa,Visakhapatnam,Coal,Supramax,68302,85.1,779.92,117.44,78.85,63.9,76.29
2023-01-19,Indonesia,Visakhapatnam,Fertilizer,Handysize,46737,82.43,779.92,117.44,78.85,63.9,76.29
2023-01-19,Brazil,Paradip,Bauxite,Supramax,98623,87.76,779.92,117.44,78.85,63.9,76.29
2023-01-19,Indonesia,Visakhapatnam,Wheat,Handymax,72603,83.46,779.92,117.44,78.85,63.9,76.29
2023-01-19,South Africa,Kakinada,Bauxite,Handysize,105230,78.65,779.92,117.44,78.85,63.9,76.29
2023-01-19,Russia,Kakinada,Wheat,Handysize,105595,79.31,779.92,117.44,78.85,63.9,76.29
2023-01-19,South Africa,Chennai,Fertilizer,Capesize,106925,92.59,779.92,117.44,78.85,63.9,76.29
2023-01-19,Indonesia,Visakhapatnam,Coal,Capesize,73394,95.78,779.92,117.44,78.85,63.9,76.29
2023-01-20,Brazil,Krishnapatnam,Coal,Capesize,94182,101.61,818.72,144.98,59.37,87.58,52.39
2023-01-20,Russia,Visakhapatnam,Bauxite,Supramax,101182,94.37,818.72,144.98,59.37,87.58,52.39
2023-01-20,Indonesia,Paradip,Bauxite,Handysize,98411,91.49,818.72,144.98,59.37,87.58,52.39
2023-01-20,Indonesia,Krishnapatnam,Wheat,Handymax,81268,87.24,818.72,144.98,59.37,87.58,52.39
2023-01-20,South Africa,Chennai,Fertilizer,Capesize,53572,99.92,818.72,144.98,59.37,87.58,52.39
2023-01-20,Australia,Visakhapatnam,Wheat,Handysize,48529,88.59,818.72,144.98,59.37,87.58,52.39
2023-01-20,Indonesia,Krishnapatnam,Fertilizer,Supramax,37771,85.61,818.72,144.98,59.37,87.58,52.39
2023-01-20,Australia,Kakinada,Fertilizer,Handymax,96908,90.07,818.72,144.98,59.37,87.58,52.39
2023-01-21,Indonesia,Paradip,Iron Ore,Handymax,21524,85.27,700.65,166.31,66.06,65.07,32.18
2023-01-21,Indonesia,Paradip,Wheat,Supramax,48145,88.87,700.65,166.31,66.06,65.07,32.18
2023-01-21,Australia,Paradip,Bauxite,Supramax,103559,89.61,700.65,166.31,66.06,65.07,32.18
2023-01-21,South Africa,Paradip,Wheat,Capesize,58890,91.89,700.65,166.31,66.06,65.07,32.18
2023-01-21,South Africa,Paradip,Wheat,Capesize,31555,92.13,700.65,166.31,66.06,65.07,32.18
2023-01-21,Australia,Kakinada,Wheat,Handymax,73302,82.66,700.65,166.31,66.06,65.07,32.18
2023-01-21,South Africa,Visakhapatnam,Bauxite,Capesize,73002,96.5,700.65,166.31,66.06,65.07,32.18
2023-01-21,Russia,Paradip,Iron Ore,Panamax,94478,97.21,700.65,166.31,66.06,65.07,32.18
2023-01-22,South Africa,Paradip,Bauxite,Handysize,69481,79.07,595.25,141.52,59.59,61.59,56.29
2023-01-22,Brazil,Kakinada,Bauxite,Handysize,21750,81.09,595.25,141.52,59.59,61.59,56.29
2023-01-22,Russia,Paradip,Iron Ore,Handysize,97454,79.91,595.25,141.52,59.59,61.59,56.29
2023-01-22,Indonesia,Visakhapatnam,Coal,Handymax,76276,80.08,595.25,141.52,59.59,61.59,56.29
2023-01-22,Indonesia,Krishnapatnam,Coal,Supramax,100559,83.17,595.25,141.52,59.59,61.59,56.29
2023-01-22,Russia,Visakhapatnam,Fertilizer,Supramax,57265,79.34,595.25,141.52,59.59,61.59,56.29
2023-01-22,South Africa,Visakhapatnam,Coal,Supramax,55435,80.13,595.25,141.52,59.59,61.59,56.29
2023-01-22,Brazil,Paradip,Fertilizer,Capesize,35317,90.17,595.25,141.52,59.59,61.59,56.29
2023-01-23,Australia,Paradip,Coal,Panamax,117419,90.35,611.56,145.09,49.01,85.84,61.23
2023-01-23,Brazil,Chennai,Wheat,Panamax,101470,87.98,611.56,145.09,49.01,85.84,61.23
2023-01-23,South Africa,Krishnapatnam,Iron Ore,Handysize,44262,77.96,611.56,145.09,49.01,85.84,61.23
2023-01-23,Indonesia,Krishnapatnam,Coal,Handysize,110093,80.1,611.56,145.09,49.01,85.84,61.23
2023-01-23,South Africa,Kakinada,Fertilizer,Capesize,49629,92.32,611.56,145.09,49.01,85.84,61.23
2023-01-23,Australia,Visakhapatnam,Coal,Panamax,32676,87.82,611.56,145.09,49.01,85.84,61.23
2023-01-23,Australia,Krishnapatnam,Bauxite,Panamax,32984,84.48,611.56,145.09,49.01,85.84,61.23
2023-01-23,Australia,Paradip,Wheat,Capesize,53933,90.89,611.56,145.09,49.01,85.84,61.23
2023-01-24,Indonesia,Kakinada,Bauxite,Capesize,93781,83.12,542.12,87.19,37.44,66.26,58.44
2023-01-24,Indonesia,Visakhapatnam,Coal,Supramax,48831,72.17,542.12,87.19,37.44,66.26,58.44
2023-01-24,South Africa,Krishnapatnam,Bauxite,Handysize,79720,66.95,542.12,87.19,37.44,66.26,58.44
2023-01-24,South Africa,Chennai,Bauxite,Handysize,37602,68.42,542.12,87.19,37.44,66.26,58.44
2023-01-24,Australia,Visakhapatnam,Fertilizer,Handymax,49192,71.54,542.12,87.19,37.44,66.26,58.44
2023-01-24,South Africa,Kakinada,Iron Ore,Panamax,53742,79.26,542.12,87.19,37.44,66.26,58.44
2023-01-24,South Africa,Krishnapatnam,Iron Ore,Handymax,114661,77.3,542.12,87.19,37.44,66.26,58.44
2023-01-24,South Africa,Visakhapatnam,Wheat,Capesize,119616,81.71,542.12,87.19,37.44,66.26,58.44
2023-01-25,Brazil,Visakhapatnam,Fertilizer,Supramax,70192,91.35,807.52,162.24,58.99,78.83,66.08
2023-01-25,Brazil,Krishnapatnam,Bauxite,Panamax,92595,96.08,807.52,162.24,58.99,78.83,66.08
2023-01-25,Russia,Kakinada,Wheat,Handymax,107272,86.77,807.52,162.24,58.99,78.83,66.08
2023-01-25,Australia,Paradip,Iron Ore,Panamax,57311,94.27,807.52,162.24,58.99,78.83,66.08
2023-01-25,South Africa,Krishnapatnam,Iron Ore,Panamax,68845,96.1,807.52,162.24,58.99,78.83,66.08
2023-01-25,South Africa,Chennai,Bauxite,Supramax,69708,91.5,807.52,162.24,58.99,78.83,66.08
2023-01-25,South Africa,Krishnapatnam,Coal,Capesize,106206,100.36,807.52,162.24,58.99,78.83,66.08
2023-01-25,Russia,Krishnapatnam,Fertilizer,Handymax,107263,87.46,807.52,162.24,58.99,78.83,66.08
2023-01-26,Brazil,Krishnapatnam,Fertilizer,Capesize,64064,90.92,665.75,88.29,59.65,100.0,48.9
2023-01-26,South Africa,Kakinada,Iron Ore,Handymax,31745,79.14,665.75,88.29,59.65,100.0,48.9
2023-01-26,Indonesia,Krishnapatnam,Fertilizer,Handysize,109186,78.08,665.75,88.29,59.65,100.0,48.9
2023-01-26,Russia,Krishnapatnam,Wheat,Panamax,70975,86.03,665.75,88.29,59.65,100.0,48.9
2023-01-26,Indonesia,Chennai,Wheat,Supramax,72930,84.75,665.75,88.29,59.65,100.0,48.9
2023-01-26,Russia,Kakinada,Fertilizer,Supramax,83416,84.56,665.75,88.29,59.65,100.0,48.9
2023-01-26,Russia,Kakinada,Wheat,Handysize,32857,76.76,665.75,88.29,59.65,100.0,48.9
2023-01-26,Russia,Kakinada,Coal,Handysize,102711,82.05,665.75,88.29,59.65,100.0,48.9
2023-01-27,Indonesia,Kakinada,Bauxite,Handysize,84288,83.93,628.98,168.94,52.58,72.07,64.05
2023-01-27,Brazil,Chennai,Coal,Handymax,94663,81.61,628.98,168.94,52.58,72.07,64.05
2023-01-27,Australia,Paradip,Fertilizer,Handysize,72269,81.38,628.98,168.94,52.58,72.07,64.05
2023-01-27,Russia,Paradip,Bauxite,Handymax,46589,86.85,628.98,168.94,52.58,72.07,64.05
2023-01-27,Russia,Kakinada,Iron Ore,Panamax,59110,89.84,628.98,168.94,52.58,72.07,64.05
2023-01-27,Australia,Paradip,Fertilizer,Panamax,54531,88.58,628.98,168.94,52.58,72.07,64.05
2023-01-27,Australia,Paradip,Fertilizer,Capesize,69268,88.69,628.98,168.94,52.58,72.07,64.05
2023-01-27,South Africa,Krishnapatnam,Fertilizer,Capesize,25655,90.68,628.98,168.94,52.58,72.07,64.05
2023-01-28,Indonesia,Visakhapatnam,Iron Ore,Handymax,88577,78.81,622.72,85.82,45.56,69.81,49.02
2023-01-28,South Africa,Krishnapatnam,Wheat,Supramax,21925,75.06,622.72,85.82,45.56,69.81,49.02
2023-01-28,Australia,Paradip,Coal,Handymax,110827,78.06,622.72,85.82,45.56,69.81,49.02
2023-01-28,Brazil,Kakinada,Wheat,Panamax,118511,82.86,622.72,85.82,45.56,69.81,49.02
2023-01-28,Brazil,Visakhapatnam,Iron Ore,Supramax,76446,84.71,622.72,85.82,45.56,69.81,49.02
2023-01-28,South Africa,Visakhapatnam,Fertilizer,Panamax,21560,79.99,622.72,85.82,45.56,69.81,49.02
2023-01-28,Russia,Kakinada,Iron Ore,Supramax,40022,83.49,622.72,85.82,45.56,69.81,49.02
2023-01-28,Russia,Krishnapatnam,Wheat,Panamax,40049,78.74,622.72,85.82,45.56,69.81,49.02
2023-01-29,Brazil,Visakhapatnam,Iron Ore,Panamax,65350,82.8,507.3,147.83,52.59,42.54,47.35
2023-01-29,Brazil,Visakhapatnam,Fertilizer,Handymax,53142,72.77,507.3,147.83,52.59,42.54,47.35
2023-01-29,Indonesia,Krishnapatnam,Coal,Supramax,39975,74.69,507.3,147.83,52.59,42.54,47.35
2023-01-29,Indonesia,Kakinada,Wheat,Handymax,62229,70.9,507.3,147.83,52.59,42.54,47.35
2023-01-29,Indonesia,Paradip,Wheat,Handysize,92099,72.18,507.3,147.83,52.59,42.54,47.35
2023-01-29,Brazil,Chennai,Fertilizer,Panamax,119259,85.31,507.3,147.83,52.59,42.54,47.35
2023-01-29,Australia,Chennai,Coal,Capesize,79321,85.0,507.3,147.83,52.59,42.54,47.35
2023-01-29,South Africa,Kakinada,Bauxite,Capesize,36309,85.65,507.3,147.83,52.59,42.54,47.35
2023-01-30,Australia,Chennai,Iron Ore,Handysize,81272,79.11,653.01,92.24,42.87,96.65,35.31
2023-01-30,Brazil,Chennai,Bauxite,Supramax,72233,87.75,653.01,92.24,42.87,96.65,35.31
2023-01-30,South Africa,Visakhapatnam,Bauxite,Handymax,96619,82.64,653.01,92.24,42.87,96.65,35.31
2023-01-30,Brazil,Kakinada,Fertilizer,Handysize,102495,81.81,653.01,92.24,42.87,96.65,35.31
2023-01-30,Brazil,Chennai,Coal,Supramax,75204,85.53,653.01,92.24,42.87,96.65,35.31
2023-01-30,Australia,Paradip,Fertilizer,Panamax,103310,83.06,653.01,92.24,42.87,96.65,35.31
2023-01-30,Brazil,Kakinada,Bauxite,Panamax,40337,85.0,653.01,92.24,42.87,96.65,35.31
2023-01-30,Russia,Krishnapatnam,Wheat,Capesize,49856,90.02,653.01,92.24,42.87,96.65,35.31
2023-01-31,Australia,Krishnapatnam,Bauxite,Handysize,59882,76.25,677.53,86.66,47.09,79.29,58.0
2023-01-31,Russia,Krishnapatnam,Coal,Handymax,28125,78.81,677.53,86.66,47.09,79.29,58.0
2023-01-31,Brazil,Visakhapatnam,Bauxite,Panamax,111749,88.11,677.53,86.66,47.09,79.29,58.0
2023-01-31,South Africa,Paradip,Fertilizer,Handysize,51890,75.53,677.53,86.66,47.09,79.29,58.0
2023-01-31,Russia,Visakhapatnam,Coal,Handymax,108009,77.89,677.53,86.66,47.09,79.29,58.0
